"contestKey","contestLongName","districtKey","districtName","numbertoElect","termYears","isQuestion","countiesParticipating","countiesReported","precinctsParticipating","precinctsReported","precinctsReportedPercent","jurisdictionKey","jurisdictionName","isWriteIn","choiceKey","choiceName","partyKey","partyDisplayorder","partyShortName","totalVotes","jurisdictionVotes","choicePollingPlaceVotes","choiceEarlyVotes","choiceProvisionalVotes","choiceMaricopaVotes"
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,1489,1486,99.8,0,"State","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,44,44,100,1,"Apache","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,49,49,100,2,"Cochise","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,71,71,100,3,"Coconino","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,39,39,100,4,"Gila","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,22,22,100,5,"Graham","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,8,8,100,6,"Greenlee","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,11,11,100,7,"La Paz","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,743,743,100,8,"Maricopa","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
1693,"U.S. Senator",1,"Federal Statewide",1,6,"false",15,15,24,24,100,9,"Mohave","true",6779,"Bilyeu, Sheila",3,NA,"DEM",0,0,0,0,0,0
